"","name","pval","adj_pval","significance"
"ENSMUSG00000097145","9230114K14Rik",2.21159421446447e-14,1.48606844577488e-12,1
"ENSMUSG00000036856","Wnt4",2.2703396644637e-14,1.52084814877044e-12,1
"ENSMUSG00000001482","Def8",2.46624383587997e-14,1.64294030326849e-12,1
"ENSMUSG00000022678","Nde1",2.47481188159873e-14,1.64294030326849e-12,1
"ENSMUSG00000066043","Phactr4",2.48205604035004e-14,1.64294030326849e-12,1
"ENSMUSG00000085704","4921531C22Rik",2.48278609055778e-14,1.64294030326849e-12,1
"ENSMUSG00000031399","Fam3a",2.71842564038945e-14,1.78964590032683e-12,1
"ENSMUSG00000063626","Unc5d",2.72092597036507e-14,1.78964590032683e-12,1
"ENSMUSG00000020061","Mybpc1",2.88051077872306e-14,1.88323123614353e-12,1
"ENSMUSG00000053749","Gm9920",2.87409748686568e-14,1.88323123614353e-12,1
"ENSMUSG00000021069","Pygl",2.98281157096282e-14,1.94427517100094e-12,1
"ENSMUSG00000028542","Slc6a9",3.00959995770983e-14,1.95588061729256e-12,1
"ENSMUSG00000031384","Asb9",3.02713020840714e-14,1.96141820735809e-12,1
"ENSMUSG00000051136","Ghsr",3.20855763017451e-14,2.07280439663292e-12,1
"ENSMUSG00000034659","Tmem109",3.26046561289374e-14,2.10010641592632e-12,1
"ENSMUSG00000019027","Dnah1",3.3760489056544e-14,2.16814043436584e-12,1
"ENSMUSG00000020547","Bzw2",3.40158894655073e-14,2.17811743986341e-12,1
"ENSMUSG00000070577","Gm572",3.45852209316308e-14,2.20807872405435e-12,1
"ENSMUSG00000023094","Msrb2",3.48776079229156e-14,2.22023509382981e-12,1
"ENSMUSG00000041238","Rbbp8",3.6456043690991e-14,2.31394905888211e-12,1
"ENSMUSG00000000627","Sema4f",3.91242100946281e-14,2.47608481968066e-12,1
"ENSMUSG00000017405","Nek8",3.99905755067219e-14,2.52022933916415e-12,1
"ENSMUSG00000045790","Ccdc149",4.00532520945659e-14,2.52022933916415e-12,1
"ENSMUSG00000049624","Slc17a5",4.08999647978143e-14,2.56608972222829e-12,1
"ENSMUSG00000022365","Derl1",4.12169259943111e-14,2.57854510293721e-12,1
"ENSMUSG00000027356","Fermt1",4.39500024847592e-14,2.74164900887018e-12,1
"ENSMUSG00000025370","Cdh9",4.81130386281308e-14,2.99276846849439e-12,1
"ENSMUSG00000086905","Gm13716",4.86262935970963e-14,3.01607703106092e-12,1
"ENSMUSG00000030805","Stx4a",4.90436064783781e-14,3.03331919500219e-12,1
"ENSMUSG00000078532","Nkain1",4.93611306996235e-14,3.04430928176063e-12,1
"ENSMUSG00000096062","Pik3c2g",4.96014772553386e-14,3.05049085120333e-12,1
"ENSMUSG00000097767","Miat",5.08572414473473e-14,3.11890986915549e-12,1
"ENSMUSG00000066687","Zbtb16",5.23531339303115e-14,3.20162943482251e-12,1
"ENSMUSG00000020107","Anapc16",5.99579077655967e-14,3.65642467777256e-12,1
"ENSMUSG00000056050","Mia3",6.13548284496402e-14,3.73116192786904e-12,1
"ENSMUSG00000000056","Narf",6.56406768839757e-14,3.98067737170205e-12,1
"ENSMUSG00000049555","Tmie",6.63183214239225e-14,4.01060048811171e-12,1
"ENSMUSG00000079559","Gm684",6.7130161792466e-14,4.04845083762819e-12,1
"ENSMUSG00000028982","Slc25a33",6.97638698493421e-14,4.19566080245864e-12,1
"ENSMUSG00000051527","Usp29",7.12079973504756e-14,4.27071435349092e-12,1
"ENSMUSG00000030659","Nucb2",7.2298193028117e-14,4.32418670443718e-12,1
"ENSMUSG00000051243","Islr2",7.64421812383658e-14,4.55951432257661e-12,1
"ENSMUSG00000063455","D630045J12Rik",7.87927045840414e-14,4.68687423906875e-12,1
"ENSMUSG00000047250","Ptgs1",7.97577194630744e-14,4.73134961970189e-12,1
"ENSMUSG00000001630","Stk38l",8.02550873042925e-14,4.74791713505911e-12,1
"ENSMUSG00000020079","Supv3l1",8.34251221597116e-14,4.90877928253806e-12,1
"ENSMUSG00000038080","Kdm1b",8.33057971167624e-14,4.90877928253806e-12,1
"ENSMUSG00000039787","Cercam",8.62327854245955e-14,5.06030720075167e-12,1
"ENSMUSG00000027347","Rasgrp1",8.6893869369035e-14,5.08539362912167e-12,1
"ENSMUSG00000072568","Fam84b",8.79490009602544e-14,5.13334503996166e-12,1
"ENSMUSG00000043822","Adamtsl5",8.980409792215e-14,5.21366670896834e-12,1
"ENSMUSG00000096956","0610007N19Rik",8.9781688597548e-14,5.21366670896834e-12,1
"ENSMUSG00000028893","Sesn2",9.30774219024129e-14,5.38933125595062e-12,1
"ENSMUSG00000026980","Ly75",9.60646585061782e-14,5.54754291866845e-12,1
"ENSMUSG00000051314","Ffar2",9.65176701808598e-14,5.55895819446428e-12,1
"ENSMUSG00000052298","Cdc42se2",9.68262618541272e-14,5.56201727394776e-12,1
"ENSMUSG00000018865","Sult4a1",1.00614255020876e-13,5.74927282430311e-12,1
"ENSMUSG00000032966","Fkbp1a",1.00479135520511e-13,5.74927282430311e-12,1
"ENSMUSG00000045576","St7l",1.01364007064412e-13,5.77695235025996e-12,1
"ENSMUSG00000040010","Slc7a5",1.01705307875012e-13,5.78126960247229e-12,1
"ENSMUSG00000029270","Fam69a",1.07580461794817e-13,6.08346554216872e-12,1
"ENSMUSG00000031434","Morc4",1.07419777129681e-13,6.08346554216872e-12,1
"ENSMUSG00000073007","Fam46d",1.14411086259101e-13,6.45296310607999e-12,1
"ENSMUSG00000003865","Gys1",1.18280585042977e-13,6.65397058648747e-12,1
"ENSMUSG00000062991","Nrg1",1.1862385380486e-13,6.65608227109695e-12,1
"ENSMUSG00000023460","Rab12",1.22221690031427e-13,6.84033011227298e-12,1
"ENSMUSG00000001542","Ell2",1.32743259331078e-13,7.4101371766587e-12,1
"ENSMUSG00000032078","Zfp259",1.34641850698389e-13,7.49689956919343e-12,1
"ENSMUSG00000017311","Pyy",1.37880252550756e-13,7.65763004663906e-12,1
"ENSMUSG00000026843","Fubp3",1.38815072947823e-13,7.68993117849122e-12,1
"ENSMUSG00000004610","Etfb",1.43290897679531e-13,7.91773130299764e-12,1
"ENSMUSG00000054200","Ffar4",1.43834453893598e-13,7.927645305614e-12,1
"ENSMUSG00000084910","C630043F03Rik",1.45826516375594e-13,8.01714416164915e-12,1
"ENSMUSG00000018501","Ncor1",1.50408166411701e-13,8.22747786670641e-12,1
"ENSMUSG00000071657","Bscl2",1.50334998371565e-13,8.22747786670641e-12,1
"ENSMUSG00000004446","Bid",1.53520627388906e-13,8.37668566136307e-12,1
"ENSMUSG00000034266","Batf",1.81590474318635e-13,9.8835155409775e-12,1
"ENSMUSG00000033581","Igf2bp2",1.98145683019383e-13,1.07576799626309e-11,1
"ENSMUSG00000038563","Eftud1",1.99236076168921e-13,1.07899716772974e-11,1
"ENSMUSG00000028347","Tmeff1",2.11828956127324e-13,1.14434943023523e-11,1
"ENSMUSG00000027220","Syt13",2.18601089164193e-13,1.17801096836477e-11,1
"ENSMUSG00000021303","Gng4",2.25263058677986e-13,1.21091408653788e-11,1
"ENSMUSG00000034563","Ccpg1",2.29051429623787e-13,1.22560462574676e-11,1
"ENSMUSG00000091337","Eid1",2.29121805465496e-13,1.22560462574676e-11,1
"ENSMUSG00000085419","Gm11734",2.33011858021433e-13,1.24335812769231e-11,1
"ENSMUSG00000060038","Dhps",2.34486466883584e-13,1.2481674500055e-11,1
"ENSMUSG00000039943","Plcb4",2.38637384673236e-13,1.26408138728006e-11,1
"ENSMUSG00000040046","Tph1",2.38386123729601e-13,1.26408138728006e-11,1
"ENSMUSG00000040280","Ndufa4l2",2.4980708404855e-13,1.32003641427694e-11,1
"ENSMUSG00000034773","BC030867",2.59800470094262e-13,1.36951962092547e-11,1
"ENSMUSG00000032411","Tfdp2",2.62936464874388e-13,1.38270284463292e-11,1
"ENSMUSG00000036568","Gltscr1l",2.71905738806401e-13,1.42642405772389e-11,1
"ENSMUSG00000028251","Tstd3",2.78151055762772e-13,1.45218864148952e-11,1
"ENSMUSG00000040612","Ildr2",2.7814820292552e-13,1.45218864148952e-11,1
"ENSMUSG00000021203","Otub2",2.81734410790835e-13,1.46737795629839e-11,1
"ENSMUSG00000007030","Vwa7",2.92327645230683e-13,1.51891770031437e-11,1
"ENSMUSG00000030342","Cd9",3.11951262222277e-13,1.61702164996219e-11,1
"ENSMUSG00000047710","Champ1",3.25524846335478e-13,1.68337326118045e-11,1
"ENSMUSG00000027863","Cd2",3.28802587058825e-13,1.69629410494258e-11,1
"ENSMUSG00000008429","Herpud2",3.31128114074879e-13,1.70152489979228e-11,1
"ENSMUSG00000026589","Sec16b",3.31379613941448e-13,1.70152489979228e-11,1
"ENSMUSG00000022307","Oxr1",3.34051418667428e-13,1.70719094737291e-11,1
"ENSMUSG00000025916","Ppp1r42",3.33851928722475e-13,1.70719094737291e-11,1
"ENSMUSG00000005667","Mthfd2",3.34990141937018e-13,1.70797901173556e-11,1
"ENSMUSG00000039050","Osbpl2",3.40183513619707e-13,1.73040543808753e-11,1
"ENSMUSG00000031762","Mt2",3.41745963486813e-13,1.73430101889776e-11,1
"ENSMUSG00000022763","Aifm3",3.59423838649596e-13,1.81977125377683e-11,1
"ENSMUSG00000024436","Mrps18b",3.63608354385756e-13,1.82777272381531e-11,1
"ENSMUSG00000026678","Rgs5",3.62100911583546e-13,1.82777272381531e-11,1
"ENSMUSG00000029185","Fam114a1",3.64362391316818e-13,1.82777272381531e-11,1
"ENSMUSG00000031837","Necab2",3.63864583194379e-13,1.82777272381531e-11,1
"ENSMUSG00000033237","Arid2",3.67494035363145e-13,1.83924428595196e-11,1
"ENSMUSG00000036067","Slc2a6",3.78074175180986e-13,1.88785616235442e-11,1
"ENSMUSG00000059325","Hopx",4.07742407336049e-13,2.03134094968264e-11,1
"ENSMUSG00000038712","Fam63a",4.34373777681514e-13,2.15907568810599e-11,1
"ENSMUSG00000030616","Sytl2",4.47905664356178e-13,2.22126519788117e-11,1
"ENSMUSG00000028871","Rspo1",4.69017722038818e-13,2.3206783696607e-11,1
"ENSMUSG00000028373","Astn2",4.96289587920910e-13,2.45005002689935e-11,1
"ENSMUSG00000024900","Cpt1a",5.04708109879695e-13,2.48597290954544e-11,1
"ENSMUSG00000057329","Bcl2",5.07910646212267e-13,2.49609992746891e-11,1
"ENSMUSG00000028618","Tmem59",5.0951977759473e-13,2.49836826081416e-11,1
"ENSMUSG00000061186","Sfmbt2",5.19403786016868e-13,2.54111007311758e-11,1
"ENSMUSG00000041544","Ptchd2",5.21736572653493e-13,2.54679975857381e-11,1
"ENSMUSG00000025403","Shmt2",5.37707879143798e-13,2.61888998587016e-11,1
"ENSMUSG00000031839","Hsbp1",6.04717423175409e-13,2.93868370981067e-11,1
"ENSMUSG00000029650","Slc46a3",6.12683054006095e-13,2.97076230930216e-11,1
"ENSMUSG00000019470","Xab2",6.15581190598188e-13,2.97818180011403e-11,1
"ENSMUSG00000075307","Klhl41",6.64100180441163e-13,3.20579268922052e-11,1
"ENSMUSG00000033510","Otud7a",6.68141424472664e-13,3.21816525491026e-11,1
"ENSMUSG00000006457","Actn3",6.74560003126186e-13,3.24190857131571e-11,1
"ENSMUSG00000018672","Copz2",6.79385672072983e-13,3.25790869310593e-11,1
"ENSMUSG00000015176","Nolc1",6.92995763657308e-13,3.31587049902929e-11,1
"ENSMUSG00000021614","Vcan",7.07117828217104e-13,3.37602242063916e-11,1
"ENSMUSG00000029446","Psph",7.10672438043123e-13,3.38556885090521e-11,1
"ENSMUSG00000040856","Dlk1",7.36664469094598e-13,3.50172972852806e-11,1
"ENSMUSG00000024376","Epb4.1l4a",7.38593338669279e-13,3.50324958086468e-11,1
"ENSMUSG00000097203","4732419C18Rik",7.72527927721573e-13,3.65624032922312e-11,1
"ENSMUSG00000034157","2310044G17Rik",7.99990567719687e-13,3.77800317783629e-11,1
"ENSMUSG00000026610","Esrrg",8.19577738266756e-13,3.86212704324795e-11,1
"ENSMUSG00000080115","Mettl21b",8.27908558525728e-13,3.89295836450618e-11,1
"ENSMUSG00000040183","Ankrd6",8.32425446227859e-13,3.90576172194541e-11,1
"ENSMUSG00000027243","Harbi1",8.34699110940003e-13,3.90800738586555e-11,1
"ENSMUSG00000020102","Slc16a7",8.89740772494852e-13,4.15135432582896e-11,1
"ENSMUSG00000027947","Il6ra",8.90488480162659e-13,4.15135432582896e-11,1
"ENSMUSG00000028843","Sh3bgrl3",9.29563815763708e-13,4.32425936602387e-11,1
"ENSMUSG00000025130","P4hb",9.41175421622055e-13,4.36894032071082e-11,1
"ENSMUSG00000021536","Adcy2",9.76577639948484e-13,4.52363229772733e-11,1
"ENSMUSG00000021556","Golm1",9.80690760266963e-13,4.53304003010022e-11,1
"ENSMUSG00000019989","Enpp3",1.04074357821455e-12,4.80042975451462e-11,1
"ENSMUSG00000028217","Cdh17",1.06117001409574e-12,4.88429859976287e-11,1
"ENSMUSG00000086425","F730016J06Rik",1.07238490111238e-12,4.92550457428641e-11,1
"ENSMUSG00000073565","Prr16",1.07709494231227e-12,4.93672294506956e-11,1
"ENSMUSG00000031328","Flna",1.08522210033066e-12,4.96352318199553e-11,1
"ENSMUSG00000067878","Mtap7d3",1.10055034742959e-12,5.0230779064758e-11,1
"ENSMUSG00000041534","Rbp3",1.10973518787914e-12,5.05440267266041e-11,1
"ENSMUSG00000015217","Hmgb3",1.12688289236461e-12,5.12178861162211e-11,1
"ENSMUSG00000061666","Gdpd1",1.19058945068126e-12,5.40006727724618e-11,1
"ENSMUSG00000000266","Mid2",1.22518398680475e-12,5.54542215732355e-11,1
"ENSMUSG00000029752","Asns",1.23448823707576e-12,5.57594261605319e-11,1
"ENSMUSG00000006586","Runx1t1",1.24670385725357e-12,5.61945956030384e-11,1
"ENSMUSG00000016554","Eif3d",1.25675649193551e-12,5.65306726981983e-11,1
"ENSMUSG00000021385","Ippk",1.31188892637641e-12,5.88889357033833e-11,1
"ENSMUSG00000054079","Utp18",1.34311989461442e-12,6.01667967605979e-11,1
"ENSMUSG00000000794","Kcnn3",1.37263588259592e-12,6.13627429158026e-11,1
"ENSMUSG00000027082","Tfpi",1.38589144667793e-12,6.1828366159068e-11,1
"ENSMUSG00000056602","Fry",1.44851747453987e-12,6.44901307529805e-11,1
"ENSMUSG00000058589","Anks1b",1.48083489178566e-12,6.57944008756439e-11,1
"ENSMUSG00000047342","Zfp286",1.48840497153715e-12,6.59960583204384e-11,1
"ENSMUSG00000038375","Trp53inp2",1.54322907816684e-12,6.81493717257002e-11,1
"ENSMUSG00000039382","Wdr45",1.54322573333882e-12,6.81493717257002e-11,1
"ENSMUSG00000021367","Edn1",1.56136243726871e-12,6.88105700845689e-11,1
"ENSMUSG00000030699","Tbx6",1.56710561114135e-12,6.89241540609257e-11,1
"ENSMUSG00000034667","Xpot",1.57602739465789e-12,6.91767992118889e-11,1
"ENSMUSG00000035459","Stab2",1.58811222690278e-12,6.95669844907455e-11,1
"ENSMUSG00000066026","Dhrs3",1.6354397823462e-12,7.14963042197974e-11,1
"ENSMUSG00000005481","Ddx39",1.66931460481494e-12,7.28309584397317e-11,1
"ENSMUSG00000003824","Syce2",1.70435596726866e-12,7.40629416435248e-11,1
"ENSMUSG00000026994","Galnt3",1.70364102010016e-12,7.40629416435248e-11,1
"ENSMUSG00000068037","Mas1",1.70958101023831e-12,7.41420083145382e-11,1
"ENSMUSG00000033174","Mgll",1.76585514664198e-12,7.64302830965059e-11,1
"ENSMUSG00000025082","Vwa2",1.77311992457938e-12,7.65924481706701e-11,1
"ENSMUSG00000039110","Mycbpap",1.79225476657816e-12,7.72657000458873e-11,1
"ENSMUSG00000001525","Tubb5",1.79896188625607e-12,7.74015794973931e-11,1
"ENSMUSG00000027479","Mapre1",1.80784507292593e-12,7.76303650545769e-11,1
"ENSMUSG00000078117","Gm16485",1.82016897800581e-12,7.80057063389065e-11,1
"ENSMUSG00000026049","Tex30",1.85011519256039e-12,7.91333160259965e-11,1
"ENSMUSG00000039130","Zc3hc1",1.87874002894111e-12,8.02000964119153e-11,1
"ENSMUSG00000019368","Sec14l4",1.91672676887209e-12,8.16615625931788e-11,1
"ENSMUSG00000028370","Pappa",1.96755319681576e-12,8.36632825153826e-11,1
"ENSMUSG00000035804","Ins1",1.98748932842608e-12,8.41821598621872e-11,1
"ENSMUSG00000074623","Gm826",1.98479659475762e-12,8.41821598621872e-11,1
"ENSMUSG00000031271","Serpina7",2.00695078196473e-12,8.48414086876781e-11,1
"ENSMUSG00000024966","Stip1",2.01671612445191e-12,8.50890053206249e-11,1
"ENSMUSG00000024526","Cidea",2.23354289643917e-12,9.40550529949269e-11,1
"ENSMUSG00000045411","2410002F23Rik",2.24079164647172e-12,9.41781369408025e-11,1
"ENSMUSG00000004768","Rab23",2.55744252920203e-12,1.07279540083348e-10,1
"ENSMUSG00000020534","Shmt1",2.61026670294851e-12,1.09284839211331e-10,1
"ENSMUSG00000029847","2010107G12Rik",2.7207371158814e-12,1.13691300863443e-10,1
"ENSMUSG00000036853","Mcoln3",2.83745510905603e-12,1.18341446703561e-10,1
"ENSMUSG00000020649","Rrm2",2.86052246025075e-12,1.19075400539425e-10,1
"ENSMUSG00000018774","Cd68",2.87086360275634e-12,1.19277808197726e-10,1
"ENSMUSG00000027424","Mgme1",2.92272075509143e-12,1.20980866734541e-10,1
"ENSMUSG00000031870","Pgr",2.92296798044963e-12,1.20980866734541e-10,1
"ENSMUSG00000082519","Vamp7-ps",3.01479211879135e-12,1.2454466644821e-10,1
"ENSMUSG00000040896","Kcnd3",3.03758601006017e-12,1.25202874798341e-10,1
"ENSMUSG00000061032","Rrp1",3.04222685077959e-12,1.25202874798341e-10,1
"ENSMUSG00000046634","Pkd1l1",3.23930466562609e-12,1.33062079010086e-10,1
"ENSMUSG00000041264","Uspl1",3.25144179369555e-12,1.33277376360038e-10,1
"ENSMUSG00000043168","4930426D05Rik",3.25678950087457e-12,1.33277376360038e-10,1
"ENSMUSG00000059027","9630013D21Rik",3.27840677445758e-12,1.33910307479767e-10,1
"ENSMUSG00000008136","Fhl2",3.38303741073643e-12,1.37925294886035e-10,1
"ENSMUSG00000060969","Irx1",3.45063029368643e-12,1.40418078736163e-10,1
"ENSMUSG00000018581","Dnah11",3.51549170076245e-12,1.42790615330782e-10,1
"ENSMUSG00000023883","Phf10",3.54624575564379e-12,1.43504305476061e-10,1
"ENSMUSG00000030802","Bckdk",3.54320145123028e-12,1.43504305476061e-10,1
"ENSMUSG00000059187","Fam19a1",3.56056911043796e-12,1.43816605015482e-10,1
"ENSMUSG00000020953","Coch",3.63209607861042e-12,1.46434006902643e-10,1
"ENSMUSG00000066637","Ttc32",3.65862259829042e-12,1.47230818091277e-10,1
"ENSMUSG00000035864","Syt1",3.67021494598805e-12,1.47424814740048e-10,1
"ENSMUSG00000038072","Galnt11",3.81616835587106e-12,1.53005158887051e-10,1
"ENSMUSG00000017781","Pitpna",3.84769596766139e-12,1.53985641382272e-10,1
"ENSMUSG00000020892","Aloxe3",3.97285005263031e-12,1.58702602744614e-10,1
"ENSMUSG00000027004","Frzb",4.05323524674416e-12,1.6161718783309e-10,1
"ENSMUSG00000049001","Ndnf",4.1198662910171e-12,1.63973691081779e-10,1
"ENSMUSG00000038599","Capn8",4.15586275870137e-12,1.65104540364393e-10,1
"ENSMUSG00000049957","Ccdc137",4.2185628455159e-12,1.66986057654048e-10,1
"ENSMUSG00000087174","5530601H04Rik",4.21173558958386e-12,1.66986057654048e-10,1
"ENSMUSG00000079657","Rab26",4.36916960891579e-12,1.7263374148041e-10,1
"ENSMUSG00000074923","Pak6",4.39938457080345e-12,1.73512683860438e-10,1
"ENSMUSG00000043531","Sorcs1",4.47793973896217e-12,1.7629154802341e-10,1
"ENSMUSG00000093587","Gm20554",4.51508871342437e-12,1.77433206462025e-10,1
"ENSMUSG00000038065","2410066E13Rik",4.62248485935343e-12,1.8132633850988e-10,1
"ENSMUSG00000039031","Arhgap18",4.68914149859938e-12,1.83610251017998e-10,1
"ENSMUSG00000032666","1700025G04Rik",4.75539065276127e-12,1.85870035729382e-10,1
"ENSMUSG00000022594","Lynx1",4.79079757440418e-12,1.86918376330383e-10,1
"ENSMUSG00000001260","Gabrg1",4.8108726345487e-12,1.87365846380608e-10,1
"ENSMUSG00000026458","Ppfia4",4.8517572660028e-12,1.8862072756812e-10,1
"ENSMUSG00000029298","Gbp9",5.09429180204394e-12,1.97696661002315e-10,1
"ENSMUSG00000033352","Map2k4",5.20180122664603e-12,2.01509634351087e-10,1
"ENSMUSG00000030213","Atf7ip",5.29963187616899e-12,2.04571428326374e-10,1
"ENSMUSG00000084719","Gm24632",5.29574436579615e-12,2.04571428326374e-10,1
"ENSMUSG00000017453","Pipox",5.46568745257311e-12,2.10235833091818e-10,1
"ENSMUSG00000062825","Actg1",5.46067558556629e-12,2.10235833091818e-10,1
"ENSMUSG00000047259","Mc4r",5.62242962828461e-12,2.15883448743182e-10,1
"ENSMUSG00000037709","Fam13a",5.74607771282654e-12,2.20242707545681e-10,1
"ENSMUSG00000023247","Guca2a",5.79837184119006e-12,2.2185650853172e-10,1
"ENSMUSG00000030782","Tgfb1i1",5.9154742595073e-12,2.25939982638129e-10,1
"ENSMUSG00000022721","Trmt2a",6.10633680642925e-12,2.32821468673855e-10,1
"ENSMUSG00000032652","Crebl2",6.34412015639942e-12,2.41464755113587e-10,1
"ENSMUSG00000032042","Srpr",6.40559360349791e-12,2.43379019793635e-10,1
"ENSMUSG00000021319","Sfrp4",6.5638029053591e-12,2.48955667338977e-10,1
"ENSMUSG00000097579","Gm26799",6.78136506039731e-12,2.56760171704191e-10,1
"ENSMUSG00000029862","Clcn1",6.84864055296629e-12,2.58857210900398e-10,1
"ENSMUSG00000026787","Gad2",7.01113759162106e-12,2.64539820636364e-10,1
"ENSMUSG00000071540","3425401B19Rik",7.05080244497757e-12,2.65576159220773e-10,1
"ENSMUSG00000064030","Wibg",7.37289985446122e-12,2.77228674838472e-10,1
"ENSMUSG00000027569","Mrgbp",7.53667641798831e-12,2.82898245337971e-10,1
"ENSMUSG00000053334","Ficd",7.59726739181106e-12,2.84681770029464e-10,1
"ENSMUSG00000068587","Mgam",7.78059349480769e-12,2.91050345318657e-10,1
"ENSMUSG00000006386","Tek",7.96852050324014e-12,2.97128932743297e-10,1
"ENSMUSG00000053049","Gm15413",7.97038706178335e-12,2.97128932743297e-10,1
"ENSMUSG00000042406","Atf4",8.01540845547561e-12,2.98296508519931e-10,1
"ENSMUSG00000029168","Dpysl5",8.06944582222824e-12,2.99795059719678e-10,1
"ENSMUSG00000032289","Thsd4",8.29863431680932e-12,3.07784612796006e-10,1
"ENSMUSG00000024096","Ralbp1",8.39328411577298e-12,3.10765626674309e-10,1
"ENSMUSG00000055022","Cntn1",8.51664511383537e-12,3.14797760226333e-10,1
"ENSMUSG00000061808","Ttr",8.65118572577952e-12,3.19228753281264e-10,1
"ENSMUSG00000034120","Srsf2",8.96456612779539e-12,3.3023277355031e-10,1
"ENSMUSG00000047832","Cdca4",9.2390138129629e-12,3.39767854260161e-10,1
"ENSMUSG00000048388","Fam171b",9.28706746767618e-12,3.40959099222223e-10,1
"ENSMUSG00000022216","Psme1",9.31224916932477e-12,3.41308041524191e-10,1
"ENSMUSG00000023393","Slc17a9",9.52363727981609e-12,3.48469087762817e-10,1
"ENSMUSG00000035047","Kri1",9.54448450098974e-12,3.48645926293704e-10,1
"ENSMUSG00000032802","Srxn1",9.70916497792782e-12,3.54067388164936e-10,1
"ENSMUSG00000025608","Podxl",9.7597958758249e-12,3.55318588649806e-10,1
"ENSMUSG00000027796","Smad9",9.87835968373998e-12,3.59034672244914e-10,1
"ENSMUSG00000033361","Prrg3",1.02798048138958e-11,3.73002717672209e-10,1
"ENSMUSG00000037070","Rbmxl1",1.05610098019253e-11,3.82568626285716e-10,1
"ENSMUSG00000011148","Adssl1",1.07949869535803e-11,3.90394785658466e-10,1
"ENSMUSG00000000948","Snrpn",1.10911635924438e-11,3.99160743797334e-10,1
"ENSMUSG00000036800","Fam135b",1.10923820677685e-11,3.99160743797334e-10,1
"ENSMUSG00000050244","Heatr1",1.10562244760886e-11,3.99160743797334e-10,1
"ENSMUSG00000038215","Cep44",1.12306118051953e-11,4.03468068664863e-10,1
"ENSMUSG00000027316","Gfra4",1.13096722727087e-11,4.0563900337585e-10,1
"ENSMUSG00000029229","Chic2",1.16817289091041e-11,4.18294276447541e-10,1
"ENSMUSG00000035165","Kcne3",1.17458687682753e-11,4.19900343110215e-10,1
"ENSMUSG00000031782","Coq9",1.1876064903565e-11,4.23858703304121e-10,1
"ENSMUSG00000013523","Bcas1",1.20271471812207e-11,4.28548316337734e-10,1
"ENSMUSG00000043702","Pde12",1.21558855113652e-11,4.32427750764595e-10,1
"ENSMUSG00000002266","Zim1",1.25124384383943e-11,4.44385476741079e-10,1
